protein_id,name,ex_max,em_max,qy,stokes_shift,ext_coeff,brightness,chrom_found,chrom_position,chrom_phi_tyr,chrom_psi_tyr,chrom_chi1_tyr,chrom_ring_planarity,chrom_plddt_mean,chrom_plddt_min,env_n_neighbors,env_n_hydrophobic,env_n_polar,env_n_charged_pos,env_n_charged_neg,env_n_aromatic,env_ratio_hydrophobic,env_ratio_polar,env_net_charge,env_plddt_mean,glob_n_residues,glob_n_atoms,glob_radius_gyration,glob_extent_x,glob_extent_y,glob_extent_z,glob_plddt_mean,glob_plddt_std,glob_plddt_min,glob_frac_plddt_70,glob_frac_plddt_90,seq_freq_A,seq_freq_C,seq_freq_D,seq_freq_E,seq_freq_F,seq_freq_G,seq_freq_H,seq_freq_I,seq_freq_K,seq_freq_L,seq_freq_M,seq_freq_N,seq_freq_P,seq_freq_Q,seq_freq_R,seq_freq_S,seq_freq_T,seq_freq_V,seq_freq_W,seq_freq_Y,seq_frac_hydrophobic,seq_frac_polar,seq_frac_aromatic,seq_length,seq_gravy
kcy-r1-38h,KCY-R1-38H,459,489,,30,,,1,66.0,43.286779389151576,0.2760384114633641,175.5506813074921,0.00012654630185976237,77.87666666666667,66.81,5.0,0.0,2.0,2.0,1.0,0.0,0.0,0.4,1.0,93.326,224,1750,16.910549708215644,51.203,39.766000000000005,46.843999999999994,93.39799107142858,10.411017000373361,36.19,0.9508928571428571,0.8794642857142857,0.04017857142857143,0.013392857142857142,0.05803571428571429,0.06696428571428571,0.05803571428571429,0.11160714285714286,0.03125,0.05357142857142857,0.09375,0.05357142857142857,0.03571428571428571,0.03125,0.0625,0.008928571428571428,0.026785714285714284,0.07142857142857142,0.07589285714285714,0.049107142857142856,0.008928571428571428,0.049107142857142856,0.36160714285714285,0.25,0.14732142857142858,224,-0.5040178571428576
kcy-r1-38l,KCY-R1-38L,467,496,,29,13000.0,,1,66.0,40.686051340517295,-3.7126341332863926,175.44975881758182,0.0003183219378265675,81.41666666666667,74.62,5.0,0.0,2.0,2.0,1.0,0.0,0.0,0.4,1.0,94.548,224,1748,17.11066056533071,51.765,46.11,48.406000000000006,93.58959821428572,10.75687235973209,31.88,0.9553571428571429,0.8883928571428571,0.04017857142857143,0.013392857142857142,0.05803571428571429,0.06696428571428571,0.05803571428571429,0.11160714285714286,0.026785714285714284,0.05357142857142857,0.09375,0.05803571428571429,0.03571428571428571,0.03125,0.0625,0.008928571428571428,0.026785714285714284,0.07142857142857142,0.07589285714285714,0.049107142857142856,0.008928571428571428,0.049107142857142856,0.36607142857142855,0.25,0.14285714285714285,224,-0.4727678571428576
kcy-r1,KCY-R1,461,492,0.75,31,21200.0,15.9,1,66.0,24.937457821920358,10.404373139349586,-177.31383256410797,0.0003082389041229776,88.52333333333333,86.19,5.0,0.0,2.0,2.0,1.0,0.0,0.0,0.4,1.0,95.686,224,1749,17.074534067434975,49.141000000000005,46.063,49.422,93.87691964285715,10.6207747427577,32.81,0.9553571428571429,0.90625,0.04017857142857143,0.013392857142857142,0.05803571428571429,0.06696428571428571,0.05803571428571429,0.11160714285714286,0.026785714285714284,0.05357142857142857,0.09375,0.05357142857142857,0.03571428571428571,0.03125,0.0625,0.013392857142857142,0.026785714285714284,0.07142857142857142,0.07589285714285714,0.049107142857142856,0.008928571428571428,0.049107142857142856,0.36160714285714285,0.2544642857142857,0.14285714285714285,224,-0.5053571428571434
kcy,KCY,455,488,0.85,33,38700.0,32.9,1,62.0,25.589169919201808,11.64543246368699,176.00485626190738,0.00038066048868532984,77.91666666666667,65.75,5.0,0.0,2.0,2.0,1.0,0.0,0.0,0.4,1.0,92.44,223,1735,17.14873546282345,50.735,48.29600000000001,54.906,93.312466367713,9.953902302467869,37.38,0.9551569506726457,0.8878923766816144,0.04484304932735426,0.02242152466367713,0.053811659192825115,0.06278026905829596,0.06278026905829596,0.11210762331838565,0.03139013452914798,0.053811659192825115,0.09865470852017937,0.053811659192825115,0.03139013452914798,0.03587443946188341,0.06278026905829596,0.017937219730941704,0.017937219730941704,0.06278026905829596,0.07174887892376682,0.04932735426008968,0.008968609865470852,0.04484304932735426,0.36771300448430494,0.2556053811659193,0.14798206278026907,223,-0.44843049327354306
kfp1,KFP1,580,600,0.07,20,59000.0,4.13,1,63.0,25.247134062709303,31.9042582792172,179.33769794644675,0.0006731554338181884,85.60333333333334,81.5,4.0,1.0,2.0,0.0,1.0,0.0,0.25,0.5,-1.0,94.2175,232,1811,17.391823260812888,51.39,38.235,55.296,94.50599137931034,6.824909678568305,40.88,0.9827586206896551,0.8836206896551724,0.04741379310344827,0.034482758620689655,0.03879310344827586,0.08189655172413793,0.05603448275862069,0.11206896551724138,0.03879310344827586,0.04741379310344827,0.07758620689655173,0.06465517241379311,0.034482758620689655,0.02586206896551724,0.05603448275862069,0.02586206896551724,0.03017241379310345,0.04741379310344827,0.07758620689655173,0.05172413793103448,0.008620689655172414,0.04310344827586207,0.36637931034482757,0.2543103448275862,0.14655172413793102,232,-0.38620689655172435
kikgr1,KikGR1,507,517,0.7,10,53700.0,37.59,1,62.0,18.606501247238956,20.976962942272095,-171.1585189841385,0.00041866419376756944,86.39666666666666,78.88,6.0,2.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.5,-1.0,93.66666666666667,227,1812,17.21097785357588,50.875,40.062,58.609,95.98224669603525,6.115411871103858,43.22,0.9911894273127754,0.9251101321585903,0.04405286343612335,0.013215859030837005,0.05726872246696035,0.07048458149779736,0.05726872246696035,0.09251101321585903,0.03524229074889868,0.048458149779735685,0.07929515418502203,0.05726872246696035,0.039647577092511016,0.048458149779735685,0.04405286343612335,0.030837004405286344,0.039647577092511016,0.048458149779735685,0.05286343612334802,0.08370044052863436,0.00881057268722467,0.048458149779735685,0.3832599118942731,0.2422907488986784,0.14977973568281938,227,-0.44405286343612344
kikg,KikG,507,517,0.68,10,81000.0,55.08,1,62.0,13.273028310356867,26.140958888013216,-169.8057777824781,0.00019715754206882388,89.81333333333333,86.75,7.0,2.0,3.0,1.0,1.0,1.0,0.2857142857142857,0.42857142857142855,0.0,95.99857142857142,227,1819,17.122425896384822,61.812,40.25,49.781000000000006,95.56519823788547,7.622239217419904,38.28,0.973568281938326,0.9383259911894273,0.039647577092511016,0.013215859030837005,0.06167400881057269,0.06607929515418502,0.05726872246696035,0.09251101321585903,0.030837004405286344,0.048458149779735685,0.08370044052863436,0.05726872246696035,0.04405286343612335,0.04405286343612335,0.04405286343612335,0.02643171806167401,0.04405286343612335,0.048458149779735685,0.05286343612334802,0.08370044052863436,0.00881057268722467,0.05286343612334802,0.3832599118942731,0.23788546255506607,0.14977973568281938,227,-0.4414096916299562
killerorange,KillerOrange,455,555,0.42,100,41200.0,17.3,0,,,,,,,,,,,,,,,,,,237,1847,18.431599764161145,54.453,62.468999999999994,47.625,93.70278481012659,10.97863905279628,37.44,0.9451476793248945,0.9071729957805907,0.05063291139240506,0.029535864978902954,0.08016877637130802,0.046413502109704644,0.07172995780590717,0.08438818565400844,0.05485232067510549,0.07172995780590717,0.03375527426160337,0.04219409282700422,0.04219409282700422,0.02531645569620253,0.06329113924050633,0.04219409282700422,0.046413502109704644,0.06751054852320675,0.07172995780590717,0.05907172995780591,0.008438818565400843,0.008438818565400843,0.4092827004219409,0.24472573839662448,0.14345991561181434,237,-0.27594936708860773
kofp-7,KOFP-7,450,496,0.61,46,,,0,,,,,,,,,,,,,,,,,,145,1169,18.26144082629753,64.906,38.0,58.282000000000004,93.49889655172414,6.602181156540709,46.94,0.9862068965517241,0.8551724137931035,0.07586206896551724,0.020689655172413793,0.06206896551724138,0.1103448275862069,0.034482758620689655,0.06206896551724138,0.013793103448275862,0.07586206896551724,0.013793103448275862,0.0896551724137931,0.027586206896551724,0.04827586206896552,0.041379310344827586,0.05517241379310345,0.0896551724137931,0.034482758620689655,0.034482758620689655,0.06206896551724138,0.006896551724137931,0.041379310344827586,0.41379310344827586,0.23448275862068965,0.09655172413793103,145,-0.38965517241379316
lagfp,laGFP,502,511,,9,,,1,66.0,111.99667573524256,-23.134807735458583,67.99305137624887,0.0009032311324484279,83.52,80.06,8.0,4.0,1.0,2.0,1.0,2.0,0.5,0.125,1.0,95.1175,228,1830,17.706066883039348,61.296,37.977,54.078,92.78241228070175,11.698423977906884,34.970000000000006,0.9517543859649122,0.8596491228070176,0.05701754385964912,0.0043859649122807015,0.039473684210526314,0.05263157894736842,0.07017543859649122,0.08333333333333333,0.05263157894736842,0.05263157894736842,0.05701754385964912,0.06578947368421052,0.03070175438596491,0.043859649122807015,0.05263157894736842,0.04824561403508772,0.02631578947368421,0.06140350877192982,0.09210526315789473,0.043859649122807015,0.017543859649122806,0.04824561403508772,0.39035087719298245,0.2982456140350877,0.18859649122807018,228,-0.4241228070175442
lanfp1,LanFP1,500,510,0.57,10,53000.0,30.21,1,58.0,48.7971479831891,-50.870908529101435,72.03496653994529,0.0004837190386250194,78.89333333333333,71.31,5.0,1.0,1.0,2.0,1.0,1.0,0.2,0.2,1.0,92.588,220,1732,16.690298472303805,47.828,38.0,47.781,93.66549999999998,6.4285018914348795,44.25,0.9863636363636363,0.8181818181818182,0.05454545454545454,0.00909090909090909,0.07272727272727272,0.04090909090909091,0.05454545454545454,0.1,0.03636363636363636,0.031818181818181815,0.08181818181818182,0.06818181818181818,0.03636363636363636,0.031818181818181815,0.05909090909090909,0.02727272727272727,0.02727272727272727,0.08181818181818182,0.05,0.05909090909090909,0.004545454545454545,0.07272727272727272,0.36818181818181817,0.2727272727272727,0.16818181818181818,220,-0.5031818181818183
lanfp2,LanFP2,500,516,0.0013,16,162000.0,0.21,1,58.0,59.29385979359393,-97.97915429203807,148.73552015849793,0.00016557418668153027,82.99666666666667,77.62,6.0,2.0,1.0,2.0,1.0,3.0,0.3333333333333333,0.16666666666666666,1.0,93.96,223,1665,17.22678349849547,50.344,46.656,49.25,92.3154260089686,10.994402883907489,33.91,0.9596412556053812,0.8026905829596412,0.04932735426008968,0.02242152466367713,0.04932735426008968,0.04035874439461883,0.06278026905829596,0.14798206278026907,0.02242152466367713,0.04484304932735426,0.06278026905829596,0.08071748878923767,0.013452914798206279,0.03587443946188341,0.05829596412556054,0.03587443946188341,0.02242152466367713,0.06726457399103139,0.09417040358744394,0.053811659192825115,0.004484304932735426,0.03139013452914798,0.36771300448430494,0.28699551569506726,0.1210762331838565,223,-0.21883408071748878
larfp,laRFP,521,592,0.1,71,71000.0,7.1,1,66.0,66.6335215496022,-12.056189607746507,71.84015500939536,0.0005895242324084932,80.91666666666667,77.19,7.0,4.0,1.0,2.0,0.0,1.0,0.5714285714285714,0.14285714285714285,2.0,95.27714285714285,228,1821,17.63972398162485,48.5,44.359,64.172,93.56324561403508,11.253781703226888,35.90999999999999,0.956140350877193,0.8903508771929824,0.05701754385964912,0.0043859649122807015,0.06578947368421052,0.03508771929824561,0.05701754385964912,0.09649122807017543,0.07017543859649122,0.04824561403508772,0.07456140350877193,0.07017543859649122,0.03508771929824561,0.043859649122807015,0.05263157894736842,0.043859649122807015,0.021929824561403508,0.06578947368421052,0.05701754385964912,0.03508771929824561,0.017543859649122806,0.04824561403508772,0.37280701754385964,0.2631578947368421,0.19298245614035087,228,-0.596929824561404
lime,Lime,488,510,0.77,22,45000.0,34.65,1,66.0,88.3690676082932,2.5189020182647335,85.61592148764666,0.0001996194983778898,89.69,84.5,6.0,3.0,2.0,1.0,0.0,0.0,0.5,0.3333333333333333,1.0,96.55166666666668,239,1900,17.504447870880377,59.093999999999994,45.391,51.375,94.44154811715481,10.680712747751716,39.72,0.9539748953974896,0.9079497907949791,0.03347280334728033,0.0,0.0794979079497908,0.06694560669456066,0.05439330543933055,0.09205020920502092,0.04184100418410042,0.04602510460251046,0.08368200836820083,0.08368200836820083,0.02092050209205021,0.0502092050209205,0.04184100418410042,0.029288702928870293,0.03347280334728033,0.04184100418410042,0.08368200836820083,0.07531380753138076,0.0041841004184100415,0.03765690376569038,0.3598326359832636,0.24267782426778242,0.13807531380753138,239,-0.5564853556485356
lss-mkate1,LSS-mKate1,463,624,0.08,161,31200.0,2.5,1,63.0,21.255339575583932,22.74237996414652,-178.32467619693423,0.00034809464025840117,84.79,76.81,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,93.78,233,1841,17.532108435536177,61.203,35.735,53.515,93.67952789699572,8.492343546910337,43.56,0.9656652360515021,0.8497854077253219,0.04291845493562232,0.017167381974248927,0.04291845493562232,0.0815450643776824,0.04291845493562232,0.10300429184549356,0.030042918454935622,0.03862660944206009,0.0815450643776824,0.0815450643776824,0.034334763948497854,0.04291845493562232,0.04291845493562232,0.030042918454935622,0.03862660944206009,0.04721030042918455,0.07725321888412018,0.06437768240343347,0.008583690987124463,0.05150214592274678,0.3562231759656652,0.26609442060085836,0.13304721030042918,233,-0.4957081545064379
lss-mkate2,LSS-mKate2,460,605,0.17,145,26000.0,4.42,1,63.0,11.678729482743115,21.633959568273742,174.45691173550642,0.00047895580052297385,81.39333333333333,69.75,5.0,1.0,2.0,1.0,1.0,1.0,0.2,0.4,0.0,94.162,233,1840,17.444999583551546,57.625,42.79600000000001,52.39,94.23017167381974,7.376437662486809,54.25,0.9699570815450643,0.8583690987124464,0.04291845493562232,0.017167381974248927,0.04721030042918455,0.07725321888412018,0.04291845493562232,0.10300429184549356,0.030042918454935622,0.03862660944206009,0.0815450643776824,0.0815450643776824,0.034334763948497854,0.04291845493562232,0.04291845493562232,0.030042918454935622,0.03862660944206009,0.04721030042918455,0.07725321888412018,0.06437768240343347,0.008583690987124463,0.05150214592274678,0.3562231759656652,0.26609442060085836,0.13304721030042918,233,-0.4957081545064379
lssa12,LSSA12,398,511,0.38,113,38700.0,14.71,1,66.0,82.2473530011412,5.493801880076606,86.19289002002031,0.00042012624860728205,94.71,93.75,6.0,4.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.16666666666666666,1.0,97.38333333333333,239,1894,17.66587064745275,63.578,43.859,48.641000000000005,94.02217573221759,9.991054046323935,43.81,0.9539748953974896,0.8786610878661087,0.03765690376569038,0.0,0.0794979079497908,0.06694560669456066,0.04602510460251046,0.09205020920502092,0.04184100418410042,0.0502092050209205,0.08368200836820083,0.08786610878661087,0.02510460251046025,0.058577405857740586,0.04184100418410042,0.02510460251046025,0.029288702928870293,0.04184100418410042,0.06276150627615062,0.08368200836820083,0.0041841004184100415,0.04184100418410042,0.37656903765690375,0.2301255230125523,0.13389121338912133,239,-0.48117154811715507
lssmapple,LSSmApple,490,600,0.31,110,45000.0,13.95,1,71.0,50.069592320808574,23.01899488956932,173.51833064675515,0.00017554102923574848,75.66666666666667,61.12,4.0,2.0,1.0,0.0,1.0,1.0,0.5,0.25,-1.0,92.375,236,1902,18.560720110017446,57.093,43.42100000000001,74.0,92.28822033898305,14.744203235041102,35.72,0.9152542372881356,0.8898305084745762,0.046610169491525424,0.00423728813559322,0.05508474576271186,0.1059322033898305,0.05084745762711865,0.09745762711864407,0.029661016949152543,0.059322033898305086,0.09745762711864407,0.05508474576271186,0.0423728813559322,0.025423728813559324,0.05084745762711865,0.029661016949152543,0.03389830508474576,0.046610169491525424,0.038135593220338986,0.0635593220338983,0.012711864406779662,0.05508474576271186,0.3813559322033898,0.19915254237288135,0.1483050847457627,236,-0.5906779661016953
lssmcherry1,LSSmCherry1,450,610,0.29,160,35000.0,10.15,1,71.0,34.96431671088048,16.920250900110346,176.30595058207243,0.0003202435073406848,76.89666666666666,60.25,5.0,2.0,1.0,1.0,1.0,1.0,0.4,0.2,0.0,92.53999999999999,236,1875,18.601766395815524,74.344,41.391000000000005,56.922000000000004,92.08538135593221,15.244939625219956,33.22,0.9152542372881356,0.8940677966101694,0.038135593220338986,0.00423728813559322,0.0635593220338983,0.1059322033898305,0.0423728813559322,0.1059322033898305,0.025423728813559324,0.038135593220338986,0.08898305084745763,0.0635593220338983,0.0423728813559322,0.029661016949152543,0.05084745762711865,0.029661016949152543,0.038135593220338986,0.05508474576271186,0.05508474576271186,0.0635593220338983,0.00847457627118644,0.05084745762711865,0.3474576271186441,0.2245762711864407,0.1271186440677966,236,-0.7224576271186446
lssmgfp,LSSmGFP,400,510,0.48,110,36900.0,17.71,1,66.0,90.29994070533802,-10.24800276578601,73.46366915878684,0.0005157312251608558,70.15333333333334,62.09,7.0,3.0,2.0,1.0,1.0,0.0,0.42857142857142855,0.2857142857142857,0.0,91.67857142857143,239,1894,17.613950128845932,52.485,44.235,62.217999999999996,94.11158995815899,8.941681297029085,42.03,0.9581589958158996,0.8870292887029289,0.03765690376569038,0.0,0.07531380753138076,0.06694560669456066,0.04184100418410042,0.09205020920502092,0.03765690376569038,0.0502092050209205,0.08368200836820083,0.08368200836820083,0.02510460251046025,0.06694560669456066,0.04184100418410042,0.03347280334728033,0.03347280334728033,0.04602510460251046,0.058577405857740586,0.0794979079497908,0.0041841004184100415,0.04184100418410042,0.36401673640167365,0.24686192468619247,0.12552301255230125,239,-0.5761506276150629
lssmorange,LSSmOrange,437,572,0.45,135,52000.0,23.4,1,71.0,43.14823435758715,21.139955348699324,-178.12478511374889,0.00012847553950174628,76.41,60.16,6.0,2.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,93.10166666666667,236,1879,18.63332775972792,77.047,37.875,60.453,92.17885593220339,15.162063467957227,33.75,0.9152542372881356,0.8898305084745762,0.038135593220338986,0.0,0.059322033898305086,0.1016949152542373,0.046610169491525424,0.1059322033898305,0.0211864406779661,0.0423728813559322,0.1016949152542373,0.059322033898305086,0.0423728813559322,0.025423728813559324,0.05084745762711865,0.029661016949152543,0.038135593220338986,0.05508474576271186,0.05508474576271186,0.06779661016949153,0.00847457627118644,0.05084745762711865,0.3559322033898305,0.21610169491525424,0.1271186440677966,236,-0.6919491525423731
lssmscarlet2,LSSmScarlet2,470,600,0.29,130,30000.0,8.7,1,67.0,39.75196376266755,25.882689148565348,-171.21085999560788,0.00040111018980941763,80.23,65.88,5.0,2.0,1.0,1.0,1.0,1.0,0.4,0.2,0.0,93.9,232,1845,17.695994709717496,61.0,36.313,60.876000000000005,93.34400862068965,13.245635743842058,30.16,0.9310344827586207,0.9094827586206896,0.04310344827586207,0.0,0.06465517241379311,0.09482758620689655,0.04741379310344827,0.10775862068965517,0.03017241379310345,0.03017241379310345,0.08620689655172414,0.06465517241379311,0.04741379310344827,0.021551724137931036,0.05603448275862069,0.02586206896551724,0.05172413793103448,0.04310344827586207,0.06896551724137931,0.06465517241379311,0.008620689655172414,0.04310344827586207,0.3620689655172414,0.2025862068965517,0.12931034482758622,232,-0.715517241379311
lssmscarlet3,LSSmScarlet3,466,598,0.36,132,27300.0,9.83,1,67.0,41.212089595568614,25.048912808197862,-171.65809680886727,0.00018753259849558018,80.56,67.12,5.0,2.0,1.0,1.0,1.0,1.0,0.4,0.2,0.0,93.912,232,1849,17.648247884459025,60.828,35.453,58.703,93.33431034482759,13.282488129250712,34.69,0.9310344827586207,0.9094827586206896,0.04310344827586207,0.0,0.06896551724137931,0.09482758620689655,0.04741379310344827,0.10344827586206896,0.03017241379310345,0.03017241379310345,0.08620689655172414,0.06465517241379311,0.04741379310344827,0.021551724137931036,0.05603448275862069,0.02586206896551724,0.05172413793103448,0.04310344827586207,0.06896551724137931,0.06465517241379311,0.008620689655172414,0.04310344827586207,0.3620689655172414,0.2025862068965517,0.12931034482758622,232,-0.7288793103448282
